url,comment,year,photographer,number,road,suburb,lat,lon
http://purl.slwa.wa.gov.au/slwa_b2834758_008,060904PD Joan Garlett aged about 9 years at Badjaling in the late 1920s,1920,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2834758_009,060911PD Fred and Charlie Winmar making a dam at Sunny Vale farm (Stacey's farm) in the 1920s,1920,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2834758_010,060921PD Schoolboys in the late 1920s standing in the flooded railway track at Badjaling,1920,,,RAILWAY STREET,WEST PERTH,-31.945192,115.848271
http://purl.slwa.wa.gov.au/slwa_b2834758_011,060903PD Dick Winmar (left of picture) with his mother Julie (Dunyan) Winmar (centre) and his father Fred (Knail) Winmar at Perth Government [House] gardens in the 1920s,1920,,,ST GEORGES TERRACE,PERTH,-31.957597,115.862252
http://purl.slwa.wa.gov.au/slwa_b2834758_012,"060902PD Badjaling Mission School 1920s. Back row L-R:  Edna Kickett, Andrew Pickett, Theresa Stack, Bill Winmar, unknown, John Winmar, Fred Winmar (Jock), Miss May McRidge, Simon Yarran, unknown, Miss Mary Belshaw; Kneeling centre: Sheila Garlett; Kneeli",1920,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2834758_013,"060915PD Badjaling Mission School 1920s. Back row L-R:  Edna Kickett, Andrew Pickett, Theresa Stack, Bill Winmar, unknown, John Winmar, Fred Winmar (Jock), Miss May McRidge, Simon Yarran, unknown, Miss Mary Belshaw; Kneeling centre: Sheila Garlett; Kneeli",1920,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2834758_014,"060908PD The four Kickett children at Badjaling in the late 1920s. Fraser, Reginald, Steve, Gertie",1920,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2834758_015,"060918PD A group outside the Badjaling mission house in the late 1920s, including Lionel Yarran, Mary McKay, Len Yarran, George Winmar.",1920,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2834758_016,"060912PD Badjaling school photo in the late 1920s. (Left to right) Lottie Newell, Pearl Websdale, Alta Kickett, Sheila Garlett, Gladys Winmar, Ruby Jackson, Mary Yarran, Linda Kickett, Renee Garlett, Mona Kickett, Doris Websdale, Lucy Hanse, Vera Mead, Ru",1920,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2834758_017,"060909PD Boughshed school at Badjaling in the late 1920s. Group includes Minnie Winmar, Charlie Winmar, Renee Garlett, Agnes Winmar, Sheila Garlett, May Garlett, Theodore Michael, Laen Garlett, Simon Yarran, Fanny (Yurleen) Garlett, Joan Garlett, Mrs Beth",1920,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2834758_018,"060920PD Group including at far left: Len Yarran, foreground left: Charlie Hansen and Minnie Winmar at far right at Dedaring, on the farm where Charlie worked in the late 1920s",1920,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2834758_019,"060900PD L-R: Miss Mary Belshaw, Fred (Jock) Winmar, Andrew Pickett, John Winmar outside the Badjaling Mission house in the late 1920's",1920,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2834758_020,060907PD Badjaling school days in the late 1920s with packing cases for desks,1920,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2834758_021,"060919PD Schoolboys in the late 1920s at Dedaring farm, which was between Yoting and Badjaling (short walking distance from Badjaling). The first school for the Badjaling childern to attend was at Dedaring. The two boys are Simon Yarran and John Winmar. N",1920,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2834758_022,"060914PD Mothers' meeting at Badjaling in the late 1920s. Group includes front row L-R: Mary Yarran, Mrs Beth Douglas; Back row 3rd from left: Minnie Winmar",1920,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2834758_023,"060917PD The Badjaling hospital, built in the late 1920s",1920,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836277_002,061114PD Eubonnie Kickett and Rose Blurton in the mid 50s,1944,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836277_003,"061119PD L-R: Ada Jacobs, Joyce Wamdeen, Eileen Jacobs, Les Jacobs and Steve Jacobs (in front) at Badjaling in the 1950s",1944,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836277_004,"061118PD Emily Humes (nee Kickett), Joan Kickett and Gertie Collard (nee Kickett) at Culbulling, near Narrogin, 1958",1944,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836277_005,"061109PD L-R: Ellen Yarran, Rachel Yarran, Rose Yarran, Miriam Yarran and Georgina Yarran (in front) in the early 1950s",1944,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836277_006,"061124PD The Yarran boys. Back L-R: Ivan, Lionel, Owen; Front: Conway and Len at York in the 1950s",1944,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836277_007,"061117PD L-R: Mantle Winmar, Fred Pickett, Norm Yarran, jnr., Dawson Henry, Ralph Winmar, Reg Yarran and Richard Mead at Badjaling in the late 1950s",1944,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836277_008,"061105PD Rear, left to right; Arnold Yarran, Helen Yarran, Margaret Yarran (baby) and Nellerine Yarran (nee Kickett),  and (front centre) Gloria Jackson at Yoting, 1950. Dup at BA1400/205, with slightly different identification",1944,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836277_009,"061125PD L-R: Ralph Winmar, Mantle Winmar (Ralph's father), Fred Winmar (Ralph's grandfather) and Alec Winmar (Ralph's brother) at Government Gardens, Perth in the 1950s",1944,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836277_010,"061115PD Ian Wilkes, Roy McPhee and Noel Yarran at the Kellerberrin show in the mid 1950s",1944,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836277_011,061116PD Citizenship certificate photo of Len Yarran (Ralph Winmar's uncle). Dup of BA1400/214,1944,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836277_012,"061111PD L-R: Simon Yarran, Jack Pickett, and Arnold Yarran (Simon's brother) at Northam show in the early 1950s",1944,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836277_013,061121PD Tommy Cohn (Ngwarl) at Yoting in the 1950s,1944,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836277_014,061110PD Gloria Jones and her brother Alan at Badjaling in the early 1950s,1944,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836277_015,"061122PD Back L-R: Cyril Yarran, Lucy Winmar, John Winmar, Ted Winmar (baby), Richard Mead, Angus Yarran; Front: Rueben Winmar, Janet Winmar and Colin Winmar at the York show in the 1950s",1944,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836277_016,061123PD Roy Yarran and Mona Kickett on their wedding day at Djurin mission in 1944,1944,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836277_017,"061107PD Alec Winmar at Badjaling, 1950",1944,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836277_018,061108PD William (Wilson) Blurton at the York Reserve in the early 1950s,1944,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836277_019,"061106PD Wedding photo of Dave Champion and Miriam Yarran taken at Yoting, 1956",1944,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836277_020,"061113PD Citizenship certificate photo of Len Yarran (Ralph Winmar's uncle)., 1955 Dup of BA1400/217",1944,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836277_021,061120PD Eileen Jacobs (Rev. Cedric Jacobs mother) in the 1950s,1944,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836286_002,"061173PD L-R: Angus Yarran, Rueben Winmar, Robin Yarran and Steve McGuire at Lake Mears in the 1960s",1957,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836286_003,"061165PD Dorothy Winmar, Carol Holmes, Alan Jones, Christine Yarran, Robin Yarran and Sue Yarran at a baptismal service, Avon River, York, in the 1960s",1957,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836286_004,"061164PD Standing L-R: Unknown, unknown, Colin Dimer (groom), Ellen Yarran (bride), Clem Yarran, unknown, unknown, Pat Davis, all in front unidentified at Yoting in the 1960s",1957,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836286_005,"061161PD A baptismal service at Gwambygine, near York, for the Four Square church in the early to mid 1960s. L-R: Steve McGuire, Alma Garlett and Rev. John Gregg are in the water, person with towel unidentified",1957,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836286_006,"061160PD Back L-R: Merle Jones (with baby unidentified), Dorothy Winmar holding Kerry Winmar; front: Valerie Yarran, Sharon Champion and Cleve Yarran in the early 1960s",1957,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836286_007,061178PD John McGuire kicking a football.,1957,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836286_008,"061177PD Roy McPhee from Kellerberrin, who married Ralph Winmar's auntie Dolly",1957,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836286_009,061151PD The wedding of Dennis Hayward and Willis Winmar at Badjaling in 1957,1957,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836286_010,"061150PD Bevan and Ruth Winmar at the wedding of their daughter Willis to Dennis Hayward, 1957",1957,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836286_011,061170PD Eugene Hansen (left) with his brother Charlie Hansen and Charlie's wife Myrtle in the 1960s,1957,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836286_012,"061169PD William Morrison and his uncle James Winmar at the Government Gardens, Perth, in the 1960s",1957,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836286_013,"061155PD Image of Theodore Michael's Citizenship certificate, issued 1st August 1961",1957,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836286_014,"061154PD L-R: Maud Yarran (nee Pickett), June Kickett (nee Pickett), Gladys Yarran (nee Pickett) and Glenys Pickett at Gladys and Ivan Yarran's wedding at Yoting church, 1964",1957,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836286_015,"061153PD L-R: Andrew Pickett, Angus Pickett, Clem Yarran and Emily Yarran at the wedding of Ivan Yarran and Gladys Pickett at the Yoting church, 1964",1957,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836286_016,"061152PD L-R: Valerie Yarran, Mary Yarran,Melva Yarran, Ellen Dimer (nee Yarran), Gladys Yarran (nee Pickett) and Fay Blurton (nee Yarran) at the wedding of Ivan and Gladys Yarran at Yoting church, 1964",1957,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836286_017,061176PD Ivan Yarran,1957,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836286_018,061175PD Clem Yarran with his Holden ute in the 1960s. The Yoting wheat bins are in the background,1957,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836286_019,061168PD Alan Jones at a country show in the 1960s,1957,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836286_020,"061167PD L-R: Rachel Blurton (nee Yarran), Norm Yarran, snr., Beatrice Yarran, Ernie Jacobs and Geraldine Blurton (in front) at the Quairading show in the 1960s",1957,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836286_021,"061159PD L-R: Laurel Henry (nee Yarran), Bertha Winmar, Rhoda Jetta (nee Yarran), unknown, Emily Winmar (nee Michael), Reg Yarran, Merv Yarran, Ralph Winmar and Bernie Jetta gathered at the Yoting church in the early 1960s (children unidentified)",1957,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836286_022,"061158PD L-R: Beatrice Yarran, Dorcas Pickett (nee Yarran), Dorothy Winmar (nee Garlett) with baby Kerry, and Rhoda Jetta at Badjaling in the early 1960s",1957,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836286_023,061157PD Fanny Garlett (nee Bennell) at Shackleton in the 1960s,1957,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836286_024,"061156PD Dorothy Winmar and Ralph, jnr. at Yoting, 1962",1957,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836286_025,061172PD Syd Blurton with his children at Albany in the early 1960s,1957,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836286_026,"061171PD Standing L-R: Beatrice Yarran, Dick Winmar (Beatrice's brother), Evan Hansen; seated: Norm Yarran (Evan's brother and Beatrice's husband) and Tommy Cohn (better known as Uncle Tommy) at Yoting in the 1960s",1957,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836286_027,"061163PD Grouped at front right L-R: Owen Yarran, Eric Parfitt, Brian Panton, Tom Holmes, Alec Winmar (kneeling); in the background L-R: Harold Gidgup and Coral Morich at York in the late 1960s",1957,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836286_028,"061162PD Theodore Michael (groom), Mary Ryder (bride), Joan Ryder and Reg Yarran on wedding day at Yoting church in the late 1960s",1957,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836376_002,"Kodak shop and Hilarys Frock Shop, 660-662 Hay Street, Perth, 1955-1957",1955,,662,HAY STREET MALL,PERTH,-31.953924,115.859174
http://purl.slwa.wa.gov.au/slwa_b2836422_002,"BA1994/11: Victoria Insurance Company Ltd, 98-102 St. George's Terrace, Perth, 1969-1970",1969,,102,ST GEORGES TERRACE,PERTH,-31.957116,115.865318
http://purl.slwa.wa.gov.au/slwa_b2836422_003,"BA1994/12: Victoria Insurance Company Ltd, 98-102 St. George's Terrace, Perth, 1969-1970",1969,,102,ST GEORGES TERRACE,PERTH,-31.957116,115.865318
http://purl.slwa.wa.gov.au/slwa_b2836422_004,"BA1994/13: Victoria Insurance Company Ltd, 98-102 St. George's Terrace, Perth, 1969-1970",1969,,102,ST GEORGES TERRACE,PERTH,-31.957116,115.865318
http://purl.slwa.wa.gov.au/slwa_b2836422_005,"BA1994/14: Victoria Insurance Company Ltd, 98-102 St. George's Terrace, Perth, 1969-1970",1969,,102,ST GEORGES TERRACE,PERTH,-31.957116,115.865318
http://purl.slwa.wa.gov.au/slwa_b2836422_006,"BA1994/15: Victoria Insurance Company Ltd, 98-102 St. George's Terrace, Perth, 1969-1970",1969,,102,ST GEORGES TERRACE,PERTH,-31.957116,115.865318
http://purl.slwa.wa.gov.au/slwa_b2836422_007,"BA1994/16: Victoria Insurance Company Ltd, 98-102 St. George's Terrace, Perth, 1969-1970",1969,,102,ST GEORGES TERRACE,PERTH,-31.957116,115.865318
http://purl.slwa.wa.gov.au/slwa_b2836422_008,"BA1994/17: Victoria Insurance Company Ltd, 98-102 St. George's Terrace, Perth, 1969-1970",1969,,102,ST GEORGES TERRACE,PERTH,-31.957116,115.865318
http://purl.slwa.wa.gov.au/slwa_b2836422_009,"BA1994/18: Victoria Insurance Company Ltd, 98-102 St. George's Terrace, Perth, 1969-1970",1969,,102,ST GEORGES TERRACE,PERTH,-31.957116,115.865318
http://purl.slwa.wa.gov.au/slwa_b2836552_002,"BA1994/38: Sussan store corner High and Market streets, Fremantle, 1960",1960,Ted Roche Studio.,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836552_003,"BA1994/39: Sussan store corner High and Market streets, Fremantle, 1960",1960,Ted Roche Studio.,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836552_004,"BA1994/40: Sussan store corner High and Market streets, Fremantle, 1960",1960,Ted Roche Studio.,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836552_005,"BA1994/41: Sussan store corner High and Market streets, Fremantle, 1960",1960,Ted Roche Studio.,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836552_006,"BA1994/42: Sussan store corner High and Market streets, Fremantle, 1960",1960,Ted Roche Studio.,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836553_2,296492PD: Jon Sanders returns to Royal Perth Yacht Club on 31 October 1982 after his double circumnavigation of the world on Perie Banou,1982,"Garwood, Roger, 1945-",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836553_3,296493PD: Jon Sanders steps ashore at the Royal Perth Yacht Club 31 October 1982 after his double circumnavigation of the world on Perie Banou,1982,"Garwood, Roger, 1945-",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836553_4,296497PD: Jon Sanders 31 October 1982 after his double circumnavigation of the world on Perie Banou,1982,"Garwood, Roger, 1945-",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836553_5,"296511PD: Jon Sanders on the Perie Banou is escorted up the river to the Royal Perth Yacht Club, 31 October 1982",1982,"Garwood, Roger, 1945-",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836553_6,"296514PD: Jon Sanders on the Perie Banou is escorted up the river to the Royal Perth Yacht Club, 31 October 1982",1982,"Garwood, Roger, 1945-",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836553_7,"296515PD: Jon Sanders on the Perie Banou is escorted up the river to the Royal Perth Yacht Club, 31 October 1982",1982,"Garwood, Roger, 1945-",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836553_8,"296517PD: Jon Sanders on the Perie Banou is escorted up the river to the Royal Perth Yacht Club, 31 October 1982",1982,"Garwood, Roger, 1945-",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836553_9,"296530PD: Jon Sanders approaches Fremantle at the end of his double circumnavigation of the world on the Perie Banou, 31 October 1982",1982,"Garwood, Roger, 1945-",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836553_10,"296536PD: Crowds welcome Jon Saunders after his double circumnavigation of the world on the Perie Banou, 31 October 1982",1982,"Garwood, Roger, 1945-",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836553_11,"296539PD: Jon Sanders arrives home after his double circumnavigation of the world on the Perie Banou, 31 October 1982",1982,"Garwood, Roger, 1945-",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836553_12,"296543PD: Jon Sanders is escorted past Fremantle after his double circumnavigation of the world on the Perie Banou, 31 October 1982",1982,"Garwood, Roger, 1945-",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836553_13,"296555PD: Jon Sanders is escorted past Fremantle after his double circumnavigation of the world on the Perie Banou, 31 October 1982",1982,"Garwood, Roger, 1945-",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836553_14,"296557PD: A crowd welcomes Jon Sanders to the Royal Perth Yacht Club after his double circumnavigation of the world on the Perie Banou, 31 October 1982",1982,"Garwood, Roger, 1945-",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836553_15,"296561PD: A crowd welcomes Jon Sanders to Royal Perth Yacht Club after his double circumnavigation of the world on the Perie Banou, 31 October 1982",1982,"Garwood, Roger, 1945-",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836553_16,"296564PD: Jon Sanders greets his mother Dorothy Sanders after his double circumnavigation of the world on the Perie Banou, 31 October 1982",1982,"Garwood, Roger, 1945-",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836553_17,"296568PD: Jon Sanders arrives at Royal Perth Yacht Club after his double circumnavigation of the world on the Perie Banou, 31 October 1982",1982,"Garwood, Roger, 1945-",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836553_18,"296569PD: L-R: Premier Ray O'Connor, Commodore Stan Reid, Jon Sanders and Governor Sir Richard Trowbridge at RPYC after Jon Sanders' double circumnavigation of the world on the Perie Banou, 31 October 1982",1982,"Garwood, Roger, 1945-",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836553_19,"296583PD: Jon Sanders on the Perie Banou is escorted past Fremantle after his double circumnavigation of the world on the Perie Banou, 31 October 1982",1982,"Garwood, Roger, 1945-",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836553_20,"296588PD: Jon Sanders on the Perie Banou is escorted past Fremantle after his double circumnavigation of the world on the Perie Banou, 31 October 1982",1982,"Garwood, Roger, 1945-",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836558_2,"296612PD: North Fremantle looking south, 1979-1985",1979,"Garwood, Roger, 1945-",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836558_3,"296614PD: Fremantle, 1979-1985",1979,"Garwood, Roger, 1945-",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836558_4,"296624PD: Fremantle and Fishing Boat Harbor, 1979-1985",1979,"Garwood, Roger, 1945-",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836558_5,"296634PD: Fremantle and Fishing Boat Harbor, 1979-1985",1979,"Garwood, Roger, 1945-",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836558_6,"296638PD: Port Beach and North Fremantle, 1979-1985",1979,"Garwood, Roger, 1945-",,PORT BEACH ROAD,NORTH FREMANTLE,-32.039366,115.743555
http://purl.slwa.wa.gov.au/slwa_b2836558_7,"296640PD: Fremantle, looking east up High Street, 1979-1985",1979,"Garwood, Roger, 1945-",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836558_8,"296643PD: Across the coast towards Perth city, 1979-1985",1979,"Garwood, Roger, 1945-",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836558_9,"296645PD: Royal Perth Yacht Club, 1979-1985",1979,"Garwood, Roger, 1945-",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836558_10,"296650PD: Scarborough Beach looking east up Scarborough Beach Road, 1979-1985",1979,"Garwood, Roger, 1945-",,THE ESPLANADE,SCARBOROUGH,-31.894757,115.756350
http://purl.slwa.wa.gov.au/slwa_b2836558_11,"296655PD: North east across Royal Perth Yacht club and the river to Perth city, 1979-1985",1979,"Garwood, Roger, 1945-",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836570_002,"BA1994/129: Premises of C. Kalaf, South Terrace, South Perth, 1960-1965",1960,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2836570_003,"BA1994/130: Front of brick house, located in Warralong Crescent, Coolbinia. 1960-1965",1960,,,WARRALONG CRESCENT,COOLBINIA,-31.909540,115.850850
http://purl.slwa.wa.gov.au/slwa_b2836570_004,"BA1994/131: Chairs-gray, lime green, black & white: timber finish formica; yellow (?), wandu floor, natural burlap curtains, silverash furniture,, pushposts, walls cream and primrose, curtains pale green and, primrose w white spot marquesettes, 1960-1965",1960,,,LIME STREET,EAST PERTH,-31.950983,115.869930
http://purl.slwa.wa.gov.au/slwa_b2836577_002,"BA1994/133: Liberty Theatre, 81 Barrack Street Perth, 1954",1954,Sivyers.,81,BARRACK STREET,PERTH,-31.953984,115.860294
http://purl.slwa.wa.gov.au/slwa_b2836577_003,"BA1994/134: Liberty Theatre, 81 Barrack Street Perth, 1954",1954,Sivyers.,81,BARRACK STREET,PERTH,-31.953984,115.860294
http://purl.slwa.wa.gov.au/slwa_b2836577_004,"BA1994/135: Liberty Theatre, 81 Barrack Street Perth, 1954",1954,Sivyers.,81,BARRACK STREET,PERTH,-31.953984,115.860294
http://purl.slwa.wa.gov.au/slwa_b2836577_005,"BA1994/136: Liberty Theatre, 81 Barrack Street Perth, 1954",1954,Sivyers.,81,BARRACK STREET,PERTH,-31.953984,115.860294
http://purl.slwa.wa.gov.au/slwa_b2836577_006,"BA1994/137: Liberty Theatre, 81 Barrack Street Perth, 1954",1954,Sivyers.,81,BARRACK STREET,PERTH,-31.953984,115.860294
http://purl.slwa.wa.gov.au/slwa_b2846934_002,"136590PD: Perth Technical College, St George's Terrace, 1985",1985,"McGeough, Jim (James Francis Reynolds), d.2005.",,ST GEORGES TERRACE,PERTH,-31.957116,115.865318
http://purl.slwa.wa.gov.au/slwa_b2846934_003,"136591PD: Perth Technical College, St George's Terrace, 1985",1985,"McGeough, Jim (James Francis Reynolds), d.2005.",,ST GEORGES TERRACE,PERTH,-31.957116,115.865318
http://purl.slwa.wa.gov.au/slwa_b2846934_004,"136787PD: Perth Technical College, St George's Terrace, 1985",1985,"McGeough, Jim (James Francis Reynolds), d.2005.",,ST GEORGES TERRACE,PERTH,-31.957116,115.865318
http://purl.slwa.wa.gov.au/slwa_b2846934_005,"136788PD: Perth Technical College, St George's Terrace, 1985",1985,"McGeough, Jim (James Francis Reynolds), d.2005.",,ST GEORGES TERRACE,PERTH,-31.957116,115.865318
http://purl.slwa.wa.gov.au/slwa_b2846934_006,"136789PD: Perth Technical College, St George's Terrace, 1985",1985,"McGeough, Jim (James Francis Reynolds), d.2005.",,ST GEORGES TERRACE,PERTH,-31.957116,115.865318
http://purl.slwa.wa.gov.au/slwa_b2846954_002,"136740PD: Government House and gardens, Perth, 1984",1984,"McGeough, Jim (James Francis Reynolds), d.2005.",,ST GEORGES TERRACE,PERTH,-31.957597,115.862252
http://purl.slwa.wa.gov.au/slwa_b2846987_002,"136724PD: Swan River, Windan Bridge, Goongoongup Railway Bridge and Burswood Casino in the background, March 1995",1995,"McGeough, Jim (James Francis Reynolds), d.2005.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2846987_003,"136861PD: Passenger ferry on the Swan River with Goongoongup Railway Bridge in the background, March 1995",1995,"McGeough, Jim (James Francis Reynolds), d.2005.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2846987_004,"136862PD: Goongoongup Railway Bridge, March 1995",1995,"McGeough, Jim (James Francis Reynolds), d.2005.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2846987_005,"136863PD: Goongoongup and Windan Bridges with Burswood Casino in the background, March 1995",1995,"McGeough, Jim (James Francis Reynolds), d.2005.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2847024_002,"136742PD: View of the Narrows Interchange taken from the Capita Building, Perth, 1986",1986,"McGeough, Jim (James Francis Reynolds), d.2005.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2847024_003,"136743PD: Perth from the Capital Building, 1986",1986,"McGeough, Jim (James Francis Reynolds), d.2005.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2847024_004,"136744PD: Perth from the Capita Building, 1986",1986,"McGeough, Jim (James Francis Reynolds), d.2005.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2847024_005,"136745PD: Perth from Kings Park, 1986",1986,"McGeough, Jim (James Francis Reynolds), d.2005.",,FRASER AVENUE,PERTH,-31.954272,115.844307
http://purl.slwa.wa.gov.au/slwa_b2847024_006,"136777PD: Perth looking west from the Capita Building, 1986",1986,"McGeough, Jim (James Francis Reynolds), d.2005.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2847024_007,"136778PD: The Narrows Bridge from the Narrows Interchange to Mill Point, 1986",1986,"McGeough, Jim (James Francis Reynolds), d.2005.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2847024_008,"136779PD: The Narrows Bridge from the Narrows Interchange to Mill Point, 1986",1986,"McGeough, Jim (James Francis Reynolds), d.2005.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b2847954_002,"136776PD: Perth from Kings Park, December 1985",1985,"McGeough, Jim (James Francis Reynolds), d.2005.",,FRASER AVENUE,PERTH,-31.954272,115.844307
http://purl.slwa.wa.gov.au/slwa_b2847954_003,"136783PD: Murray Street towards St Mary's Cathedral, 1985",1985,"McGeough, Jim (James Francis Reynolds), d.2005.",,VICTORIA SQUARE,PERTH,-31.956077,115.865768
http://purl.slwa.wa.gov.au/slwa_b2847954_004,"136784PD: Murray Street towards St Mary's Cathedral, 1985",1985,"McGeough, Jim (James Francis Reynolds), d.2005.",,VICTORIA SQUARE,PERTH,-31.956077,115.865768
